age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income
42872,Adult,Local-gov,11th,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,Standard Full-time Work,United-States,<=50K
34016,Young Adult,Private,Some-college,Divorced,Sales,Not-in-family,White,Female,Reduced Full-time Work,United-States,<=50K
7453,Young Adult,Private,Some-college,Divorced,Sales,Own-child,White,Female,Reduced Full-time Work,United-States,<=50K
8748,Adult,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Standard Full-time Work,United-States,<=50K
38362,Adult,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,Standard Full-time Work,United-States,>50K
17496,Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,<=50K
626,Young Adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,Standard Full-time Work,United-States,>50K
48840,Adult,Private,Bachelors,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,Male,Standard Full-time Work,United-States,<=50K
31696,Elderly,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,Standard Full-time Work,United-States,>50K
27968,Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,Reduced Full-time Work,United-States,<=50K
41723,Middle-aged Adult,Private,7th-8th,Divorced,Other-service,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
39115,Middle-aged Adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,Extended Work Hours,United-States,<=50K
32054,Teen,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,Extended Work Hours,United-States,<=50K
32222,Adult,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,Standard Full-time Work,United-States,>50K
38157,Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,<=50K
14077,Adult,Self-emp-not-inc,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,Extended Work Hours,United-States,>50K
46720,Young Adult,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,Standard Full-time Work,United-States,>50K
17330,Adult,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,Extended Work Hours,United-States,>50K
31668,Middle-aged Adult,Private,7th-8th,Widowed,Prof-specialty,Not-in-family,White,Female,Part-time Work,United-States,<=50K
646,Young Adult,Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,Standard Full-time Work,United-States,<=50K
22897,Teen,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,Extended Work Hours,United-States,<=50K
10474,Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,<=50K
35200,Adult,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,Dominican-Republic,>50K
1652,Young Adult,Self-emp-not-inc,HS-grad,Never-married,Sales,Own-child,White,Male,Standard Full-time Work,United-States,<=50K
29165,Young Adult,Private,Some-college,Married-civ-spouse,Tech-support,Wife,White,Female,Reduced Full-time Work,United-States,>50K
16024,Middle-aged Adult,Private,Some-college,Separated,Sales,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
725,Adult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,Standard Full-time Work,United-States,>50K
33337,Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Extended Work Hours,United-States,>50K
43053,Teen,Private,Some-college,Never-married,Other-service,Own-child,White,Male,Part-time Work,United-States,<=50K
46250,Young Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Extended Work Hours,United-States,>50K
18424,Young Adult,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
37121,Middle-aged Adult,Private,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,Overtime Work,United-States,<=50K
21129,Young Adult,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,Reduced Full-time Work,United-States,<=50K
16566,Teen,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,Extended Work Hours,United-States,<=50K
41577,Young Adult,Federal-gov,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,Standard Full-time Work,United-States,<=50K
12606,Young Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Standard Full-time Work,United-States,>50K
26055,Adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,Reduced Full-time Work,United-States,<=50K
4626,Teen,Self-emp-not-inc,Some-college,Separated,Handlers-cleaners,Own-child,White,Male,Standard Full-time Work,United-States,<=50K
8746,Adult,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,Black,Female,Standard Full-time Work,United-States,>50K
11143,Elderly,Private,Some-college,Widowed,Priv-house-serv,Unmarried,White,Female,Part-time Work,United-States,<=50K
23232,Teen,Never-worked,Some-college,Never-married,Prof-specialty,Own-child,Black,Male,Standard Full-time Work,United-States,<=50K
24532,Young Adult,Private,HS-grad,Never-married,Prof-specialty,Own-child,White,Male,Reduced Full-time Work,United-States,<=50K
23881,Teen,Private,12th,Never-married,Sales,Own-child,White,Female,Reduced Full-time Work,United-States,<=50K
43760,Adult,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,Standard Full-time Work,United-States,>50K
8821,Adult,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,<=50K
34716,Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,<=50K
1736,Young Adult,Private,Bachelors,Never-married,Craft-repair,Other-relative,White,Male,Standard Full-time Work,United-States,<=50K
10053,Adult,Self-emp-not-inc,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,Extended Work Hours,United-States,<=50K
1318,Adult,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,Standard Full-time Work,United-States,>50K
5600,Adult,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,Standard Full-time Work,United-States,>50K
14744,Adult,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,Reduced Full-time Work,United-States,<=50K
9398,Young Adult,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,Heavy Overtime,United-States,<=50K
11898,Teen,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,Reduced Full-time Work,United-States,<=50K
915,Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Standard Full-time Work,United-States,>50K
1865,Middle-aged Adult,Private,Bachelors,Married-spouse-absent,Prof-specialty,Unmarried,Black,Female,Part-time Work,United-States,<=50K
46393,Adult,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
39437,Adult,Private,Assoc-voc,Divorced,Handlers-cleaners,Not-in-family,White,Female,Reduced Full-time Work,United-States,<=50K
41525,Adult,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,Standard Full-time Work,United-States,>50K
31338,Adult,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,Standard Full-time Work,England,>50K
34218,Middle-aged Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,Extended Work Hours,United-States,<=50K
12860,Middle-aged Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Overtime Work,United-States,<=50K
26736,Young Adult,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,Standard Full-time Work,Ireland,<=50K
36681,Adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,<=50K
8565,Teen,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,Part-time Work,United-States,<=50K
34429,Adult,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,Overtime Work,United-States,>50K
33023,Adult,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,Overtime Work,United-States,<=50K
9585,Teen,Private,10th,Never-married,Sales,Unmarried,White,Female,Part-time Work,United-States,<=50K
21545,Teen,Private,12th,Never-married,Prof-specialty,Own-child,Other,Female,Standard Full-time Work,United-States,<=50K
10900,Young Adult,State-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,Standard Full-time Work,United-States,<=50K
12173,Middle-aged Adult,Local-gov,HS-grad,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,Standard Full-time Work,United-States,>50K
2083,Adult,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
13394,Young Adult,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,Standard Full-time Work,United-States,>50K
1086,Young Adult,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,Standard Full-time Work,United-States,<=50K
15331,Middle-aged Adult,Private,Bachelors,Widowed,Exec-managerial,Not-in-family,White,Male,Extended Work Hours,United-States,>50K
37683,Teen,Self-emp-not-inc,11th,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Female,Standard Full-time Work,United-States,<=50K
12135,Adult,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Female,Standard Full-time Work,United-States,<=50K
7161,Teen,Private,Some-college,Never-married,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,Standard Full-time Work,Mexico,<=50K
31715,Teen,State-gov,Some-college,Never-married,Other-service,Own-child,White,Male,Standard Full-time Work,United-States,<=50K
33211,Young Adult,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,<=50K
37946,Middle-aged Adult,Private,Masters,Divorced,Sales,Not-in-family,White,Male,Extended Work Hours,United-States,<=50K
29112,Young Adult,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,Standard Full-time Work,United-States,>50K
38414,Adult,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Male,Extended Work Hours,United-States,<=50K
26100,Adult,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,Standard Full-time Work,United-States,>50K
33388,Teen,Private,Some-college,Never-married,Other-service,Own-child,White,Female,Reduced Full-time Work,United-States,<=50K
46931,Middle-aged Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,<=50K
37065,Adult,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,Reduced Full-time Work,United-States,<=50K
20245,Adult,State-gov,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
9591,Young Adult,Private,Some-college,Never-married,Other-service,Own-child,Black,Female,Standard Full-time Work,United-States,<=50K
48775,Middle-aged Adult,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Female,Standard Full-time Work,United-States,<=50K
7487,Young Adult,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Extended Work Hours,United-States,<=50K
10078,Adult,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
39715,Teen,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,Extended Work Hours,United-States,<=50K
15443,Young Adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,Standard Full-time Work,Laos,<=50K
46388,Adult,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,Black,Male,Extended Work Hours,United-States,>50K
27245,Adult,Private,Masters,Divorced,Prof-specialty,Unmarried,White,Female,Standard Full-time Work,United-States,>50K
40811,Teen,Private,HS-grad,Never-married,Prof-specialty,Own-child,Black,Female,Reduced Full-time Work,United-States,<=50K
26843,Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,>50K
32813,Teen,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,Standard Full-time Work,United-States,>50K
16931,Young Adult,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,Extreme Overwork,United-States,<=50K
47336,Young Adult,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
45218,Young Adult,Private,Some-college,Never-married,Sales,Other-relative,Asian-Pac-Islander,Female,Reduced Full-time Work,Philippines,<=50K
43916,Teen,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,Reduced Full-time Work,United-States,<=50K
7480,Adult,Private,10th,Married-civ-spouse,Sales,Husband,White,Male,Standard Full-time Work,United-States,<=50K
42246,Middle-aged Adult,Private,Assoc-voc,Divorced,Tech-support,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
20755,Teen,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Female,Reduced Full-time Work,United-States,<=50K
48341,Teen,Private,11th,Never-married,Craft-repair,Other-relative,White,Male,Standard Full-time Work,United-States,<=50K
37507,Teen,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,Reduced Full-time Work,United-States,<=50K
44277,Teen,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,<=50K
33555,Adult,Private,Some-college,Divorced,Other-service,Not-in-family,White,Female,Extended Work Hours,United-States,>50K
8514,Teen,Private,Assoc-acdm,Never-married,Other-service,Own-child,White,Female,Part-time Work,United-States,<=50K
44299,Teen,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
21681,Young Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Extended Work Hours,United-States,>50K
32657,Teen,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,Standard Full-time Work,United-States,<=50K
21553,Young Adult,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,Standard Full-time Work,United-States,<=50K
29592,Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Standard Full-time Work,United-States,>50K
43486,Young Adult,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
34865,Adult,State-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,Standard Full-time Work,United-States,<=50K
25411,Adult,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,Reduced Full-time Work,United-States,>50K
42367,Teen,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female,Reduced Full-time Work,United-States,<=50K
39245,Young Adult,Private,Some-college,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,Standard Full-time Work,South,<=50K
121,Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Overtime Work,United-States,<=50K
47840,Adult,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
26293,Young Adult,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,Standard Full-time Work,United-States,<=50K
13174,Young Adult,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,Standard Full-time Work,Germany,<=50K
16928,Teen,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,Part-time Work,United-States,<=50K
28137,Adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,Standard Full-time Work,United-States,<=50K
2275,Teen,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Standard Full-time Work,United-States,<=50K
30007,Adult,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Wife,Black,Female,Standard Full-time Work,Trinadad&Tobago,<=50K
33576,Adult,Federal-gov,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,>50K
31200,Adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,Overtime Work,United-States,>50K
5844,Teen,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,Standard Full-time Work,United-States,<=50K
